tag_filename,annotation
16922.txt,"The balcony is located in the south of the house and leads north into the master bedroom.  The size is approx. 10 by 5 feet. The bathroom is located in the west of the house and boarders the living room on the east, master bedroom on the south and common room on the north.  The size is approx. 8 by 6 feet. The common room is located in the north western corner of the house and boarders the bathroom on the south and living room on the east.  The size is approx. 10 by 15 feet. The kitchen is located in the northern corner of the house and leads on to the living room in the south.  The size is approx. 6 by 10 feet. The living room is located in the north east corner of the house and borders the kitchen on the north, common room and bathroom on the west and the master bedroom on the south. The size is approx. 12 by 25 feet. The master room is located in the southern corner of the house and boarders the living room and bathroom on the north and also leads on to the balcony in the south.  The size is approx. 10 by 20 feet. "
31437.txt,"The balcony sits on the south side of the home, and is only 10 feet wide and about 2 feet in length, it shares room with the master bedroom and its a nice look out area. The bathroom seems as the smallest room of the bunch, following the storage room. Its about 8 feet wide and about 9 feet in length. It faces North and shares room with common room 2. Common room 1 is about 10 feet in width, and 12 feet in length. it shares room connecting with common room 2, also connects to the bath. Its also mostly north of the home, but sits a little on the east side of it as well. Common room 2 is east of the home, and it is adjacent to the storage is i believe 10 feet wide and 10 feet in length. It touches common room 1 and flows into the master bedroom. The kitchen is about North but to the left most corner, closest to the bath, its about 9 feet wide and 10 feet in length. The living room is North West of all the other rooms, it is the biggest of them all, it is at least 11 feet wide, and 30 feet in length. The master room lays on the East side of the home, but a little towards the South. it is about 10 feet wide, and 20 feet in length. It mostly touches the outside balcony and goes into the living room. This storage room is 2 feet wide and 4 feet in length, its facing North, but mostly in the middle of the home. It surrounded by the living area and common rooms 1, and 2. "
29278.txt,"The balcony is approx 30sq feet. Located on the far south of the property. Living Room is to the north. The bathroom is approx 40sq feet. Located center west of the property. Comm Room 1 to the north. Living Room to the east. Master Bedroom to the south. Common room 1 is approx 80sq feet. Located in the north west of the property. Comm Room 2 to the east. Living Room to the south east. Bathroom to the south west. Common room 2 is approx 100sq feet. Located in the center north of the property. Comm Room 1 to the west. Kitchen to the east. Living Room to the south. The kitchen is approx 95sq feet. Located in the north west of the property. Comm Room 2 to the west. Living Room to the south. The living room is approx 180sq feet. Located in the center of the property, looking out to the east side. Comm Room 1 is to the northwest. Comm Room 2 is center north. Kitchen is northeast. Bathroom is center east. Master Bedroom is to the east (Living Room wraps around the north and west sides of the Master Bedroom). Balcony is to the south. The master room is approx 170sq feet. Located lower south west of the property. Bathroom is to the north west. Living Room is to the north east and east side. "
69884.txt,"The first balcony is about 10ft and is located on the southern end of the living room. The second balcony is located off of the kitchen in the far north western corner. The 10x5ft bathroom is located between the common room and the master. The common room is about 10x12ft and is located to the northwestern side of the plan. The kitchen is 15x10ft and is immediately off of the main northern entrance. The living room is about 15x30ft, extending from the balcony on the southern end, to the northern entrance. The master is about 10x12ft and is located on the far, southern, right corner of the living room. "
645.txt,"The bathroom is on the northern edge of the house, in between the common room and the master. The living room is to the south. It has dimensions of about 6 feet by 5 feet. The common room is in the northwest corner of the house. The living room is to the south and east, and th bathroom is to the east. The dimensions of the room are approximately 11 feet by 11 feet. The kitchen is in the southwest corner of the house. It is surrounded on the north and east sides by the living room. It has dimensions of approximately 10X8 feet. The living room is in the center of the house, extending to the south, east, and western edge of the house. The kitchen sits in the southwest corner of the room, and it is bordered by the common room, bathroom, and master on the northern side. The dimensions are approximately 25X13 feet. The master sits in the northeast corner of the house. The living room is to the south, and the bathroom is to the west. It's approximately 12X11 feet in size. "
21142.txt,"Balcony 1 location:South Side, Relationship:the location: Next to balcony2,  Area:50 sqrt feet   Sides: 10 feet width and 5 feet length.. Balcony 2 location:South Side, Relationship:the location: Next to balcony1,  Area:50 sqrt feet   Sides: 10 feet width and 5 feet length.. Bathroom location:North Side, Relationship:the location: Next to bath and living,  Area:50 sqrt feet   Sides: 5 feet width and 10 feet length.. Comon room 1 location:North side, Relationship:the location: Next to Living,  Area:100 sqrt feet   Sides: 10 feet width and 10 feet length.. Comon room 2 location:North side, Relationship:the location: between com1 and master,  Area:100 sqrt feet   Sides: 10 feet width and 10 feet length.. Kitchen location:North west corner, Relationship:the location: Next to bath,  Area:50 sqrt feet   Sides: 5 feet width and 10 feet length Living room location: West side, Relationship:the location: : central in relation to the other rooms,  Area:450 sqrt feet   Sides: 15 feet width and 30 feet length. Master room location:South est corner , Relationship:the location: Next to living, com anda balcony ,  Area:400 sqrt feet   Sides: 20 feet width and 20 feet length "
27533.txt,"Bathroom location:East side , Relationship:the location: Between Com2 and master,  Area:25 sqrt feet   Sides: 5 feet width and 5 feet length.. Comon room 1 location:North side, Relationship:the location: Next to Com1,  Area:100 sqrt feet   Sides: 10 feet width and 10 feet length.. Comon room 2 location:North West Corner, Relationship:the location: next to Com1,  Area:100 sqrt feet   Sides: 10 feet width and 10 feet length.. Kitchen location:North Side, Relationship:the location: Next to Com1 and living,  Area:50 sqrt feet   Sides: 5 feet width and 10 feet length.. Living room location:North side, Relationship:the location:Next to Kitchen,  Area:500 sqrt feet   Sides: 20 feet width and 25 feet length. Master room location:South West corner , Relationship:the location: Next to bath ,  Area:200 sqrt feet   Sides: 20 feet width and 10 feet length.. "
19350.txt,balcony is in front of master room .it is 15 feet length and 1 feet width aspect ratio as 8 over1. bathroom is near room as common room .it is entrance from living room .it is 3 feet length and 3 feet width aspect ratio as  1 over 1. common room is in front room as master room .it is northeast corner room .it is entrance from living room .it is 10 feet length and 10 feet width aspect ratio as  4 over 4. kitchen is entrance from living room .it is  2 feet length and 5 feet width aspect ratio as  1 over 5.kitchen is the important place .it is the northwest corner room. living room is entrance from west side .it is 20 feet length and 12 feet width aspect ratio 7 over 5. it is near room as bathroom and kitchen room. Master room is entrance from living room .it is 12 feet length and 12 feet width aspect ratio as  4 over 4.master room in front room as common room . 
67842.txt,"The balconies on the south east corner of the apartment, next to the master bedroom and the common room. It is approximately 3â x 15â The bathroom is on the west side of the apartment, between the common room and the living room. It is approximately 10â x 8' The common room is on the southwest corner of the apartment, between the bathroom and the balcony. It is approximately 15â x 15â The kitchen is on the northwest corner of the apartment, Next to the living room. It is approximately 10â x 10â The living room is  in the north east corner of the apartment, between the master bedroom and the kitchen. It is approximately 25â x 25â The master room it's on the east side of the apartment in between the balcony and the living room. It is approximately 15â x 15â "
39094.txt,"The balcony is located in the bottom right corner of the floor plan.   Its dimension is 20 feet by 6 feet.  Directly above it and to the left is common room 1 and above and to the right is the master room. The bathroom is located on the right and middle portion of the floor plan.  Its dimension is 6 feet by 5 feet.  Directly to its left is the kitchen and on its right and bottom is the living room. Common room 1 is located in the bottom left corner of the floor plan.   Its dimension is 14 feet by 12 feet.  Directly to its right is common room 2 and on its top is the living room. Common room 2 is located in the bottom and middle part of the floor plan.   Its dimension is 14 feet by 9 feet.  Directly to its left is common room 1,  to its top is the living room, to its right is the master and on its bottom is the balcony. The kitchen is located in the top left corner of the floor plan.   Its dimension is 11 feet by 7 feet.  Directly to the top right of it is the bathroom.  Below it and to bottom right is the living room. The living room is located primarily in the top half of the floor plan with its bottom left and top right side serving as borders of the house.  Its total area is about 420 square feet.  Its top left side is next to the bathroom and to it middle left is the kitchen.  To its bottom left side is common room 1, bottom middle is common room 2 and right bottom is the master. The master room is located on the bottom right side of the floor plan.   Its dimension is 15 feet by 10 feet.  On its left side is common room 2 and on its bottom is the balcony.  To its top left side is the living room. "
28199.txt,"Location:The absolute location of the balcony in the floor plan is south side.
Relationship:The absolute location of the balcony in the floor plan is near master room.
Size:The area of the balcony in floor plan is 10 sq rt feet. Location:The absolute location of the bathroom in the floor plan is east  side.
Relationship:The absolute location of the bathroom in the floor plan is near common room.
Size:The area of the bathroom in floor plan is 10 sq rt feet. Location:The absolute location of the common room in the floor plan is north east corner.
Relationship:The absolute location of the common room in the floor plan is near bathroom.
Size:The area of the common room in floor plan is 10 sq rt feet. Location:The absolute location of the kitchen in the floor plan is north west corner.
Relationship:The absolute location of the kitchen in the floor plan is near living room.
Size:The area of the kitchen in floor plan is 10 sq rt feet. Location:The absolute location of the living room in the floor plan is west side.
Relationship:The absolute location of the living room in the floor plan is near master room.
Size:The area of the living room in floor plan is 10 sq rt feet. Location:The absolute location of the master room in the floor plan is south east corner.
Relationship:The absolute location of the master room in the floor plan is next to bathroom.
Size:The area of the master room in floor plan is 10 sq rt feet. "
59760.txt,The balcony is located on the south side and behind the living room. size is 20*4 The bathroom is located in the west middle and between the commonroom1 and master. size is 16*8 Common room 1 is located on the south side and near to living room. size is 16*10 Common room 2 is located on the north east corner and near to living room and kitchen. size is 10*10 The kitchen is located on the middle of north side and between master and common room 2. size is 8*10 The living room is located on the east side and east facing. near to all other rooms. size is 30*22 The master room is located on the northwest corner and near to bathroom and kitchen. size is 14*14 
14660.txt,A balcony 1 was attach to kitchen and small size to view on home. A balcony 2 was very big to compare than balcony 1 and comfort to locate in north side. A bathroom was attach to common room 2 and small size on home. A common room 1 was right side on that home and comfort to view. A common room 2 was left side to view on home and small size to view. A kitchen was left side to view on home and long to view. A living room was locate in north side on home and big size to view. A master room was home last side in that home and second big size on home. 
73823.txt,"balcony Located on north west corner with living on right , Total size of 17 Feet length and 2 Feet Width. bathroom Located on south west corner with living on above , Total size of 3 Feet length and 2 Feet Width. common room Located on north east corner with living on left , Total size of 10 Feet length and 10 Feet Width. kitchen Located on center of the plan slightly inward toward west side with living on right , Total size of 6 Feet length and 4 Feet Width. Living Room Located on east side covering entire plan with common room on right , Total size of 45 Feet length and 15 Feet Width. Master Room Located on south side extended little bit with kitchen on right , Total size of 14 Feet length and 12 Feet Width. "
37907.txt,balcony is the bottom side of the master room. the size is 15 feet x 5 feet. bathroom is on the north east corner of the living room. the size is 5 feet x 8 feet. common room is on the right side of the kitchen. the size is 10 feet x 15 feet. kitchen is on the right side of master. the size is 5 feet x 15 feet. living room is the center portion . the size is 30 feet x 20 feet. master is in the bottom side of the living. the size is 15 feet x 15 feet. 
28827.txt,balcony is the small place compared to all other rooms 15 feet length and 2  feet width ratio as 8 over 2. bathroom is entrance from living room 5 feet length and 15 feet width ratio as 6 over 3.common room 1 and kitchen between the room is bathroom . common room 1 is entrance from living room .15 feet length and 15 feet width ratio as 8 over 8. it is the square shape room .common room 1 is the opposite side room is master room common room 2 is near the master room and living room 10 feet length and  15 feet width ratio as 7 over 3. kitchen is the entrance from living room near room as bathroom 5 feet length and 10 feet width.opposite room is common room 2. living room is the east side of the entrance room it is center of all the rooms 12 feet length and 30 feet width ratio as 9 over 3. master room is in front of common room 1 and near room as common room 2. 15 feet length and 10 feet width ratio as 8 over 7. 
48645.txt,bath room1 is the entrance from living room 3 feet length and 5 feet width ratio as 3 over as 2.bathroom 1 near room as common room 1 and dining room. bathroom 2 is the entrance from living room 3 feet length and 3 feet width ratio as 2 over 2. common room1 is the entrance from living room 10 feet length and 15 feet width 6 over as 5.near room as bathroom . common room 2 is in front of master room .it is entrance from living room 10feet length and 15 feet width 6 over as 5. dining room is in front of bathroom 1 .5 feet length and 3 feet width.ratio as 3 over 2. kitchen is the small place compared to all other rooms .it is near as bathroom1 and dining room .15 feet length and 3 feet width ratio as  6 over 1. living room is the entrance from west side it is center of all rooms 20 feet length and  20 feet width ratio as 8 over 8. mater room is the entrance from living room 10feet length and 15 feet width 6 over as 5.master room in front of common room 2 and bathroom 2. 
59990.txt,THE BALCONY IS LOCATED ON EAST SIDE.THE BALCONY IS LOCATED NEARBY KITCHEN.THE FLOOR AREA IS 60 SQUARE FEET. BATHROOM 1 IS LOCATED ON WEST SIDE.BATHROOM 1 IS LOCATED IN BETWEEN MASTER ROOM AND COMMON ROOM 2.THE FLOOR AREA IS 50 SQUARE FEET. #REF! COMMON ROOM 1 IS LOCATED ON NORTH EAST CORNER.COMMON ROOM 1 IS LOCATED NEARBY BATH ROOM 2.THE FLOOR AREA IS 150 SQUARE FEET. COMMON ROOM 2 IS LOCATED ON SOUTH WEST CORNER.COMMON ROOM 2 IS LOCATED NEARBY BATH ROOM 1.THE FLOOR AREA IS 150 SQUARE FEET. THE KITCHEN IS LOCATED ON EAST SIDE .THE KITCHEN IS LOCATED NEARBY BATHROOM 2.THE FLOOR AREA IS 54 SQUARE FEET. THE LIVING ROOM IS LOCATED ON SOUTH EAST CORNER.THE LIVING ROOM IS LOCATED NEARBY COMMON ROOM 2.THE FLOOR AREA IS 350 SQUARE FEET. THE MASTER ROOM IS LOCATED ON NORTH WEST CORNER.THE MASTER ROOM IS LOCATEDNEARBY COMMON ROOM 1.THE FLOOR AREA IS 225 SQUARE FEET. 
55172.txt,The balcony is at the South middle of the corner position. near living room. it is 10x5 sq ft. The bathroom is at the West middle position. between master room and common room2. it is 8x4 sq ft. Common room 1 is at the North and east corner position. between kitchen and living room. it is 10x14 sq ft. Common room 2 is at the North and west corner position. between bathroom and living room. it is 10x10 sq ft. The kitchen is at the North middle position. between common room2 and common room1. it is 10x5 sq ft. This living room is east center position. east face. near all over rooms. it is 10x20 sq ft. The master room is at the West and south corner position. between living room and bathroom. it is 10x14 sq ft. 
43704.txt,"Balcony is northest part of house. there is no room on the east, north or west side. the kitchen is directly south. room is approx 3x8 Bathroom 1 is central east of house. living room wraps around the west and south side. common room 1 is on the north side. nothing is on the east side. Bathroom 1 is approx 8x5 Bathroom 2 is southeast corner. Master bedroom is on the west. no room is on the south or east side. living room is on the north side. Room size is approx 12 ft west wall. 4 ft north wall. east wall 8 ft, towards west 1 ft, towards south 4 ft, back towards west (south wall) 3 ft. Common room 1 is northeast corner. kitchen is top northwest corner. Living room entry is bottom southwest corner wrapping around from the west to the south wall halfway. Bathroom 2 is southeastern corner. size is approx 12 x 15 ft Common room 2 is northwest corner of house. Kitchen is northeast corner on the east side. living room is southeast corner of the east side. living room is also on entire south side. no room is to the west or directly north of common room 2. size is approx 12x 15ft Kitchen is north central of house. Common room 2 is on the west side. common room 1 is on east side. living room is on the south side. balcony is on the north side off kitchen. Kitchen is approx 9x8ft Living room is center of the house. Master bedroom is south left, bath 2 is south right (east beside master bedroom). Bath 1 is north east corner. common room 1 is north east corner above bathroom 1. Kitchen is north central of living room. common room 2 is north west. the living room is approx. 38ftx18ft with entry hall ways to the kitchen, and south side of bathroom 1. Master bedroom is south west corner of the house. Living room is north. No rooms to the west or south of master bedroom. Master bathroom is east of the bedroom. Size is approx. North wall 16 ft. east wall 12 ft. southeast wall 8 ft, corner towards south 2 ft, corner towards west 8ft. west wall is 20 ft. "
5955.txt,"The balcony is directly below the master bedroom. The balcony is 10 feet wide. The bathroom is below the kitchen and next to the living room. It is above common room 2 and is the only bathroom on the floor plan. The bathroom is about 7x5. Common room 1 is located next to the master bedroom and balcony. Common room 1 looks to be 10x15. Common room 2 is next to common room 1, and below the bathroom. Common room 2 looks to be about 15x15. The kitchen is in the top right corner of the floor plan. The kitchen looks to be about 10 x 10 in size. The living room is in the top left of the floor plan and offers a very spacious area to spend time with family. The living room is about 25 feet wide across. The master bedroom is below the living room. The master bedroom comes with its own balcony. The master bedroom is about 10 x 10 in size. "
50181.txt,balcony 1south side corner room it is 15 feet length and 3 feet width ratio as 6 over 2. balcony is the small place in front room as kitchen it is 3 feet length and 3  feet width ratio as 6 over 6 it is a square shape balcony. bath room is the small place it is the entrance from living room it is 3 feet length and 3 feet width. common room is the entrance from living room  in front room as bathroom .it is 15 feet length and 15  feet width ratio as 6 over 6. kitchen room is the entrance from living room it is the small room compared to other rooms 15 feet length and 5 feet width ratio as 6 over 3.kitchen room near room as balcony 2. living room is entrance from north side it is the center of all the rooms it is 15 feet length and 30  feet width ratio as 6 over 9. master room is the entrance from living room it is 10 feet length and 15  feet width ratio as 4 over 6.master room near room as common room . 
75329.txt,"The balcony 1 is located at the south side of the floor plan below the livingroom and it has a lenght of 12 feet and width of 3 feet The balcony 2 is located at the north side of the floor plan sandwiched between the common room and the livingroom. It has a lenght of 5 feet and width of 3 feet The bathroom is located at the east side of the floor plan sandwiched between common room and the master room. It has an area size of 25 sqrt feet The common room is located at the north east side of the floor plan above the bathroom and its lenght 15 feet and width is 8 feet The kitchen is found at the north weat side of the floor plan just above the livingroom and it has an area size of 70 sqrt feet The livingroom can be found starting from the center towards the west side of the floor plan sandwiched between the balcony 1, balcony 2 and the kitchen,  it has a lenght of 29 feet and width of 12 feet The master room is located at the south east side of the floor plan by the right side of the livingroom and it has a lenght of 14 feet and width of 11 feet "
32076.txt,Bathroom 1 is in the south west corner with common room 1 to the east and the master bedroom to its north. It is 15x5 square feet. Bathroom 2 is between common room 1 to the west and common room 2 to the east. It is bordering the south wall. It is 5x7 square feet. Common room 1 is bordering the south wall with the master room to its east and bath 2 to its east. It is 10x15 square feet. Common room 2 is bordering the south wall with bath 1 to its west. It is measured at 15x20 square feet. The kitchen is on the east wall and accessible from the living room. It is 10x20 square feet. The living room is bordering the north wall. It is an irregular shape and is 40x20 square feet. The master room is in the north west corner. It is connected to bath 1 south of it. It is 15x30 square feet. The storage is a small room in the very south east corner with the kitchen to its north. It is 5x5 square feet. 
20472.txt,Bathroom is located in the west between the common room 1 and master room. It measures 10 ft wide and 8 ft in length which is 80 sq ft in area. The aspect ratio is 5:4. Common room 1 is located north west measuring 15 ft in both width and length. The area is 225 sq ft and aspect ratio is 1:1. Common room 2 is in the extreme south as per the plan sharing its north wall with the living room adjacent to it. The width is 15 ft and length is found to be 25 ft which covers an area of 375 sq ft and the aspect ratio is 1:1. Kitchen is located to the extreme north looking at the plan and shares its south wall with the living room. It measures 8 ft wide and 10 ft long covering an area of 80 sq ft. The aspect ratio  is 4:5 Living room is facing north from the entrance in the floor plan. It is 30 ft wide and long and the area is approximately 640 sq ft in area (with deductions of area extension of kitchen and common room).  The aspect ratio is 1:1. Master room is towards the south west as per the plan. The room measures 15 ft in width and length. The area is 225 sq ft and aspect ratio is 1:1. 
63239.txt,Bathroom is located between the common room and master room. It is at the center of north side. It has the rectangular size of 9 feet length and 5 feet width. common room is located at north east corner. It is adjacent to kitchen. It has the size of around 12 feet length and 10 feet width. kitchen is located at the center of west side. It is below the common room and adjacent to living room. It has the size of 12 feet length and 5 feet width. Living room is occupied south east area. It is in front of the kitchen and bath room. It has the area of  around 455 sqr. feet. master room is located at north west corner and adjacent to bathroom. It has the size of 20 feet length and 12 feet width. 
15387.txt,The Bathroom is in the northeast of the map. It is surrounded by the living room on the left and bottom. It has an estimated area of 5 ft. x 5 ft. The Common Room 1 is in the north of the map. It is surrounded by the living room on the right and bottom. It has an estimated area of 10 ft. x 10 ft. The Common Room 2 is in the east of the map. It is surrounded by the living room on the top and left; and master room on the right. It has an estimated area of 5 ft. x 8 ft. The Kitchen is in the east of the map. It is surrounded by the living room on the top and left. It has an estimated area of 10 ft. x 10 ft. The Living Room is in the center of the map. It is surrounded by the kitchen and bathroom on the right; common room 1 on the left; and common room 2 and master room on the bottom. It has an estimated area of 30 ft. x 20 ft. The Master Room is in the south of the map. It is surrounded by the living room on the top; and common room 2 on the left. It has an estimated area of 10 ft. x 10 ft. 
14099.txt,"The balcony is on the south side of the house. To the north is the master, to the east is the living room, and house exterior to the south and west. It is about 17 feet wide by 4 feet long. The bath is on the north side of the house. To the north and east are house exterior, to the south is the living room, and the kitchen to the west. It is about 7 feet wide by 11 feet long. The common room is on the north side of the house. To the north and west are house exterior, to the east is the kitchen, and to the south is the living room hallway. It is about 15 feet wide by 11 feet long. The kitchen is on the north side of the house. To the north is house exterior, to the east is the bathroom, to the south is the living room, and the common room to the west. It is about 6 feet wide by 11 feet long. The living room is on the east side of the house and has a hallway that extends to the west side of the house. To the north is the common room, kitchen, and bath. To the east and south are house exterior, with the main entry on the east wall in the north corner. To the west is the hallway, master, and balcony. It is about 12 feet wide by 22 feet long, plus another 18 feet by 9 feet for the hallway. The master is on the west side of the house. To the north is the hallway, to the west is the living room, to the south is the balcony, and to the west is house exterior. It is about 17 feet wide by 11 feet long. "
13090.txt,"The balcony, located on the Eastern side of the unit, North of the bathroom, juts out from the rest of the unit. It is 4' wide from West to East, and the entirely of the balcony is located Eastward of Easternmost wall of the bedroom, common area, and bathroom. The balcony spans 11' from North to South, and it's Northern wall is shared with the Southern wall of the kitchen. The kitchen and balcony bot jut out approximately 4' to the East of the unit. The second balcony is located south of the living room, with the same West to East width of 14'. Its Southern wall is flush with the Southern wall of the master bedroom. It is 6' from North to South, making it just slightly larger than the first balcony. It touches only the master bedroom and the living room. The bathroom is located on the central East side of the unit between the common area and master bedroom. While the Northern wall of the master bedroom and Southern wall of the common area are both roughly 12' wide, the West to East measurement of the bathroom is only about 9"" wide, leaving an indentation where the living room fills in. The bathroom is 6' North to South. The master bedroom, common area, and bathroom all have an Eastern wall in perfect line with one another. The common room is located South of the kitchen and entryway, East of the living room, and North of the bathroom. It is 12' wide and the Southern wall is parallel to and the same length as the Master bedroom's north most wall. The common room is 11' tall from North to South, and is connected to a balcony of the same height to its East. The master bedroom, common area, and bathroom all have an Eastern wall in perfect line with one another. The kitchen is located at the Northeast corner of the unit, connected to the small entry portion of the living room by the front door. The Kitchen measures roughly 12' wide by 5' North to South. The Southern wall connects to the common area at the Southwest, and the first balcony at the Southeast. The living room is the largest room in this unit. The unit door is in the Northern wall of the living room, where one enters a small entrance area of the living room, measuring roughly 8' wide by 4 feet North to South. The living room then opens up substantially to the West, with a Western wall measuring roughly 30' and a Southern wall of roughly 14' wide. To the East of the living room's small entrance area you will find the kitchen, to the Northeast a common room, due East a bathroom, Southeast the master bedroom, and due South balcony number 2. The living room directly connects to every room in the unit except for balcony 1. Due to the small size of the bathroom, the living room makes a small jog at the central East wall between the common area and the master bedroom. The master bedroom is located at the Southeast corner of the unit. It is a true rectangle, measuring roughly 12' West to East and 15' North to South. To the East of the master bedroom is the living room and second balcony. To the North is a small bathroom. The bathroom doesn't span the full width of the master bedroom, meaning that the Northwest corner of the master bedroom actually shares a wall with the living room. The master bedroom, common area, and bathroom all have an Eastern wall in perfect line with one another. "
59827.txt,"The balcony is in the northwest area of the house. It sits to the north of the living room, and to the west of common room 1. It has approximate dimensions of 12X4. The bathroom is in the southern area of the house. The kitchen is to the west, and common room 2 is to the east. The tail of the living room is to the north. The approximate dimensions are 8X10 Common room 1 is on the northern side of the house. the living room and balcony are to the west, the master room is to the east, and the tail of the living room is to the south. The approximate dimensions are 9X14. Common room 2 is in the southeast corner of the house. The tail of the living room and the storage area are to the north. The bathroom is to the west. The approximate dimensions are 12X10. The kitchen is in the southern area of the house. The tail of the living room is to the north. The living room is to the west, and the bathroom is to the northeast. The main dimensions are approximately 8X15. The living room is on the west side of the house. There is a balcony to the north, and the kitchen and common room 1 are to the east. The main dimensions are approximately 12X30. The master room is in the northeast corner of the house. Common room 1 is to the west, there is a storage room to the south, and a tail of the living room is also to the south. The dimensions are approximately 20X14. The storage area is on the eastern edge of the house. The tail of the living room is to the west, the master room is to the north, and common room 2 is to the south. The approximate dimensions are 4X3. "
38215.txt,"Balcony1 small size of the house.its connected with livingroom.The approximate size 6""*3 Bolcony is longway of the house its connected with living room .The approximate size 20""*"" Bathroom located near by balcony2 and its connected with living room.The approximate size 8""*4 Commonroom alocated northwest corner of the house .its medium size of the house .The approximate size 10""*11"" Kitchen alacated northeast top corner.its connected with livingroom .The approximate siz10""*6"" Livingroom alocated big size of the house.its connected with maximum room of the house.The approximate size 40""*10 Masterroom located near balcony2 and bathroom.its connected with living room .the approximate size 10""*10"" "
69728.txt,"balcony is in south west corner of the house, next to living room, the size is 56 sqft. bathroom is in north side of the house, next to living room and inbetween common room 1 and kitchen, the size is 40 sqft. common room 1 is in north east corner of the house, next to living room and bathroom, the size is 100 sqft. common room 2 is in east side of the house, next to living room and master room, the size is 100 sqft. kitchen is in north west corner of the house, next to living room, and bathroom, the size is 72 sqft. living room is in south side of the house, next to all spaces, the size is 290 sqft. master room is in south east corner of the house, next to common room 2 and living room, the size is 150 sqft. "
35725.txt,"Bathroom one works as a Jack & Jill between common rooms one and two. It is located on the center left of the floor plan. Bathroom one appears to be approximately 81 square feet. The bathroom and common room two stick out to the left a little more than common room one. Bathroom two is near the center of the floor plan connected between the living room and the master bedroom. The master bedroom is roughly around 130 square feet. Located at the most south west corner of the house and below Bathroom 1. Common room one is approximately 100 square feet and leads out into the Living Room. Located at the most north west corner of the house and above Bathroom 1. Common room two is approximately 260 square feet and leads out into the Living Room. The kitchen is located at the most south east corner of the floor plan. It sticks out as it's own room with it being connected from the living room. The kitchen is approximately 81 square feet. The living room is located at the bottom center of the floor-plan, at about 400 square feet with a little room given for a small hallway leading into common rooms one and two - which are located in between bathroom one on the left hand side. The master bedroom is located at the top right. There is a small opening that goes into the room which is approximately 225 square feet. Common room is the next room over on by the left wall of the master bedroom. The master bedroom connects to both the living room and bathroom two "
23621.txt,The balcony has 10x6 sq ft. it is in the east middle position and near living room. Bathroom 1 is at the east center bathroom1 between master room and living room. 10x6 sq ft. Bathroom 2 is at the north center position bathroom2. between kitchen and common room2 . 10x6 sq ft. Common room 1 is at the west south corner. near master room and living room.10x10 sq ft. Common room 2 is at the north and east corner position. between living room and bathroom2. 10x10 sq ft. The kitchen is at the kitchen is west and north corner position. between living room and bathroom2 . 10x8 sq ft. living room is center position in the floor .west face it is 10x16 sq ft. The master room is at the east and south corner position . between common room1 and bathroom1 it is 10x14 sq ft. 
17584.txt,"Bathroom location:West side , Relationship:the location: Between Com, Living and Master,  Area:80 sqrt feet   Sides: 8 feet width and 10 feet length. Comon room location:North West Corner , Relationship:the location: near the Bath and Living,  Area:300 sqrt feet   Sides: 15 feet width and 20 feet length. Kitchen location:North side , Relationship:the location: near the Living,  Area:100 sqrt feet   Sides: 10 feet width and 10 feet length. Living room location:North side , Relationship:the location: relatively between Com and Kitchen,  Area:500 sqrt feet   Sides: 25 feet width and 20 feet length. Master room location:South West Corner , Relationship:the location: near the Bath and ,  Area:300 sqrt feet   Sides: 15 feet width and 20 feet length. "
29481.txt,"Balcony 1 location:South Side, Relationship:the location: Next to master,  Area:50 sqrt feet   Sides: 10 feet width and 5 feet length.. Balcony 2 location:North Side, Relationship:the location: Next to Living,  Area:30 sqrt feet   Sides: 3 feet width and 10 feet length.. Bathroom 1 location:South Side, Relationship:the location: Next to master,  Area:50 sqrt feet   Sides: 5 feet width and 10 feet length.. Location:West Side, Relationship:the location: Between living and master,  Area:25 sqrt feet   Sides: 5 feet width and 5 feet length. Comon room 1 location:South side, Relationship:the location: between living Com1,  Area:100 sqrt feet   Sides: 10 feet width and 10 feet length.. Comon room 2 location:North East Corner, Relationship:the location: next to living,  Area:100 sqrt feet   Sides: 10 feet width and 10 feet length.. Living room location: West side, Relationship:the location: Between bath1,com1,com2 and Balcony2,  Area:450 sqrt feet   Sides: 15 feet width and 30 feet length. Master room location:South Side , Relationship:the location: next com1 and living ,  Area:400 sqrt feet   Sides: 20 feet width and 20 feet length.. "
76185.txt,balcony1 at  north west corner upside of kitchen size 6*2 feet balcony2 at south direction downside of master room size 10*4 feet bathroom1 at north direction left side of common room size 8*6 feet bathroom2 at centre of  image plan upside of living room size  6*2 feet common room at north east corner upside of master room size 12*12 feet kitchen at west direction upside of living room size 6*6 feet living room at south west direction left side of master room size 22*20 feet master room at east direction right side of living room size 15*10 feet 
